36.853372,4.572473,26.247443,0.715998,24.866878,18.261794,26.245441,11.836288,-3.498677,9.409431,-22.380778,15.475924,6.291793,-7.860088,-10.875781,1.423299,7.390722,-12.765983,-4.680503,-3.434236,-6.436489,21.427723,-3.578462,-8.073484,23.944826,14.129166,26.340769,8.936848,-8.910541,-8.433786,20.197922,6.836069,45.310746,29.240738,-5.625068,8.231025,-2.771506,5.408516,-3.498677,-2.109830,28.456977,-10.047450,15.910665,9.832797,6.258424,-5.253365,13.395255,-2.340935,2.343973,4.951492,
-5.894009,-4.597909,-11.652558,0.485173,24.343744,3.849723,14.768276,18.472274,12.502958,-13.587801,11.115680,15.425512,1.658324,18.365403,17.105779,14.611487,20.259419,-1.599694,-4.061569,5.851583,3.903535,-20.238928,27.206052,-1.345173,8.698221,-17.006738,-5.743982,23.208176,18.077095,28.524471,15.676244,9.057761,15.631803,17.700881,-13.573649,23.867446,31.716663,-2.008901,-16.670911,11.635187,33.613467,-20.238928,11.866372,-12.817317,-1.651719,1.783525,20.040282,3.507649,17.009732,7.239726,
-5.894009,-4.597909,-11.652558,0.485173,28.524471,3.849723,14.768276,18.472274,12.502958,-13.587801,11.115680,15.425512,1.658324,18.365403,17.105779,14.611487,20.259419,-1.599694,-4.061569,5.851583,3.903535,-20.238928,27.206052,15.631803,8.698221,-17.006738,-5.743982,23.208176,15.631803,24.343744,15.676244,9.057761,24.343744,17.700881,-13.573649,23.867446,31.716663,-2.008901,-16.670911,11.635187,33.613467,-20.238928,11.866372,-12.817317,-1.651719,1.783525,20.040282,3.507649,17.009732,7.239726,
-17.130188,-4.597909,-11.652558,0.485173,28.524471,3.849723,-17.130188,27.206052,12.502958,-13.587801,11.115680,15.425512,1.658324,18.365403,17.105779,14.611487,20.259419,-1.599694,-8.225516,5.851583,3.903535,-20.238928,-7.349639,15.631803,8.698221,-17.006738,-5.743982,23.208176,15.631803,24.343744,15.676244,9.057761,24.343744,17.700881,-13.573649,23.867446,31.716663,-2.008901,-16.670911,11.635187,33.613467,-20.238928,11.866372,-12.817317,-1.651719,1.783525,20.040282,3.507649,17.009732,7.239726,
-17.130188,-4.597909,-11.652558,0.485173,47.645228,3.849723,-7.099551,27.206052,12.502958,-13.587801,11.115680,15.425512,1.658324,18.365403,6.384667,14.611487,20.259419,-1.599694,-8.225516,5.851583,3.903535,-20.238928,-7.349639,15.631803,8.698221,-17.006738,-5.743982,23.208176,15.631803,24.343744,15.676244,-8.916643,24.343744,17.700881,-13.573649,23.867446,31.716663,-2.008901,-16.670911,11.635187,33.613467,-20.238928,11.866372,-12.817317,-1.651719,1.783525,20.040282,3.507649,17.009732,7.239726,
-17.130188,-4.597909,-11.652558,0.485173,47.645228,3.849723,-7.099551,27.206052,-12.367336,4.886600,11.115680,15.425512,1.658324,24.244129,6.384667,14.611487,20.259419,-1.599694,-8.225516,5.851583,3.903535,-20.238928,-7.349639,15.631803,8.698221,-17.006738,-5.743982,23.208176,15.631803,24.343744,15.676244,-8.916643,24.343744,13.131727,-13.573649,23.867446,31.716663,-2.008901,-16.670911,11.635187,33.613467,-20.238928,11.866372,-12.817317,-1.651719,1.783525,18.365403,3.507649,17.009732,7.239726,
-17.130188,-4.597909,-11.652558,0.485173,47.645228,3.849723,-7.099551,27.206052,-2.330867,-17.006738,11.115680,15.425512,1.658324,24.244129,6.384667,14.611487,20.259419,-1.599694,-8.225516,5.851583,3.903535,-20.238928,-7.349639,15.631803,8.698221,31.716663,-5.743982,23.208176,15.090773,24.343744,15.676244,-8.916643,24.343744,13.131727,-13.573649,23.867446,14.554348,-2.008901,-16.670911,11.635187,33.613467,-20.238928,11.866372,-12.817317,-1.651719,1.783525,18.365403,3.507649,17.009732,7.239726,
-17.130188,-4.597909,-11.652558,9.349235,47.645228,3.849723,-7.099551,27.206052,-2.330867,-17.006738,11.115680,5.950222,1.658324,24.244129,6.384667,14.611487,20.259419,-1.599694,-8.225516,5.851583,3.903535,-20.238928,-7.349639,15.631803,8.698221,31.716663,-5.743982,23.208176,15.090773,24.343744,15.676244,-8.916643,24.343744,13.131727,-13.573649,25.166980,14.554348,-2.008901,7.991484,11.635187,33.613467,-20.238928,11.866372,-12.817317,-1.651719,1.783525,5.163971,3.507649,17.009732,7.239726,
-17.130188,-4.597909,-11.652558,9.349235,47.645228,3.849723,-7.099551,27.206052,21.399680,-17.006738,11.115680,5.950222,1.658324,24.244129,6.384667,14.611487,20.259419,-1.599694,-2.330867,5.851583,3.903535,-20.238928,-7.349639,15.631803,8.698221,31.716663,-5.743982,23.208176,15.090773,24.343744,15.676244,24.665748,24.343744,13.131727,-13.573649,25.166980,14.554348,-2.008901,-22.186862,-8.225516,33.613467,-20.238928,11.866372,-12.817317,-1.651719,1.783525,5.163971,3.507649,17.009732,7.239726,
-17.130188,-4.597909,-11.652558,9.349235,47.645228,20.259419,-7.099551,27.206052,21.399680,-17.006738,11.115680,5.950222,1.658324,24.244129,6.384667,14.611487,-5.001553,-1.599694,-2.330867,5.851583,3.903535,-20.238928,-7.349639,15.631803,16.094949,31.716663,-5.743982,23.208176,15.090773,24.343744,15.676244,24.665748,24.343744,13.131727,26.865461,25.166980,14.554348,-2.008901,-22.186862,-8.225516,33.613467,-20.238928,11.866372,-12.817317,-1.651719,1.783525,5.163971,3.507649,-4.830029,7.239726,
